timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,hour,day_of_week,month,is_weekend,is_peak_hour,time_of_day,location_name,road_type,zone,road_capacity,free_flow_speed,total_vehicle_count,volume_capacity_ratio,speed_ratio,volume_score,speed_score,accident_score,weather_score,peak_hour_score,signal_score,congestion_score
2024-01-01 05:29:00,2,213,52.05743311362055,238,49,41,Sunny,10.948457823398387,40.69406539615933,0,Green,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,328,0.213,1.0411486622724109,5,0,0,0,0,0,5
2024-01-01 05:30:00,3,514,52.444074027986254,204,83,41,Cloudy,13.674010147595288,71.30926747869356,0,Yellow,5,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,328,0.28555555555555556,0.7492010575426608,5,16,0,1,0,2,24
2024-01-01 05:31:00,2,546,45.77575661456388,88,15,2,Rainy,32.926954971636974,79.85023506954917,0,Yellow,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,105,0.546,0.9155151322912777,20,0,0,4,0,2,26
2024-01-01 05:32:00,1,749,38.53006544044045,848,75,48,Cloudy,34.95693572183116,54.52883340440462,0,Yellow,5,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,971,0.6241666666666666,0.8562236764542323,20,8,0,1,0,2,31
2024-01-01 05:33:00,5,444,48.935861675131534,149,76,18,Windy,29.51301439674016,71.56689038570062,0,Red,5,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,243,0.6342857142857142,1.3981674764323295,20,0,0,2,0,5,27
2024-01-01 05:34:00,4,752,27.109541526104035,586,38,42,Foggy,17.17031561933717,42.00097567594959,0,Yellow,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,666,0.8355555555555556,0.6777385381526009,30,16,0,5,0,2,53
2024-01-01 05:35:00,2,966,77.69080033898508,628,88,28,Cloudy,20.06112846108981,88.39680909800448,0,Red,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,744,0.966,1.5538160067797018,40,0,0,1,0,5,46
2024-01-01 05:36:00,1,357,62.8646458175959,867,45,49,Foggy,28.487586372652068,50.9998513714571,0,Yellow,5,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,961,0.2975,1.3969921292799088,5,0,0,5,0,2,12
2024-01-01 05:37:00,4,817,77.1480270012708,618,95,1,Rainy,34.21283892207995,80.7520143722901,1,Yellow,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,714,0.9077777777777778,1.9287006750317701,40,0,10,4,0,2,56
2024-01-01 05:38:00,5,232,33.603642939797794,825,87,8,Cloudy,21.38677926823419,86.72198235776322,0,Yellow,5,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,920,0.3314285714285714,0.9601040839942226,10,0,0,1,0,2,13
2024-01-01 05:39:00,4,678,72.76046121059169,650,46,16,Cloudy,30.738060382209365,81.88283777251813,0,Red,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,712,0.7533333333333333,1.8190115302647922,30,0,0,1,0,5,36
2024-01-01 05:40:00,1,843,68.5273990738123,739,43,45,Rainy,34.37672306496792,34.02405909241733,0,Green,5,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,827,0.7025,1.5228310905291624,30,0,0,4,0,0,34
2024-01-01 05:41:00,4,559,60.62914474746042,353,8,35,Rainy,31.836829276400103,69.01842943843536,0,Yellow,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,396,0.6211111111111111,1.5157286186865107,20,0,0,4,0,2,26
2024-01-01 05:42:00,3,757,57.501751165112346,173,86,16,Sunny,15.678743669283174,37.20544239429307,0,Red,5,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,275,0.42055555555555557,0.8214535880730335,10,8,0,0,0,5,23
2024-01-01 05:43:00,4,595,38.9929799160722,566,49,48,Windy,10.200796596890571,30.339780031547804,0,Yellow,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,663,0.6611111111111111,0.974824497901805,20,0,0,2,0,2,24
2024-01-01 05:44:00,2,613,68.98464709790184,98,76,11,Cloudy,22.30204263471038,33.107006636584046,0,Green,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,185,0.613,1.3796929419580368,20,0,0,1,0,0,21
2024-01-01 05:45:00,2,673,50.09092768878403,598,59,19,Cloudy,23.28402079238167,84.96895178682344,0,Red,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,676,0.673,1.0018185537756805,20,0,0,1,0,5,26
2024-01-01 05:46:00,3,813,24.25349455347712,874,95,49,Rainy,15.03125911377924,84.50781085562363,0,Yellow,5,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,1018,0.45166666666666666,0.34647849362110167,10,35,0,4,0,2,51
2024-01-01 05:47:00,1,643,38.7717896513078,432,14,2,Rainy,17.11685979867044,43.54946326584203,0,Yellow,5,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,448,0.5358333333333334,0.8615953255846177,20,8,0,4,0,2,34
2024-01-01 05:48:00,2,793,76.11782591271967,565,35,42,Windy,29.128829021213672,62.82367288791757,0,Yellow,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,642,0.793,1.5223565182543934,30,0,0,2,0,2,34
2024-01-01 05:49:00,5,276,71.04081563629077,628,62,49,Rainy,21.758681467828342,87.30169573595558,0,Green,5,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,739,0.3942857142857143,2.029737589608308,10,0,0,4,0,0,14
2024-01-01 05:50:00,2,794,78.91434188459235,188,68,3,Foggy,17.933852090006415,59.80236778180576,0,Red,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,259,0.794,1.5782868376918469,30,0,0,5,0,5,40
2024-01-01 05:51:00,2,782,57.67960295624589,700,85,16,Foggy,25.565650684047988,53.61466920874548,0,Yellow,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,801,0.782,1.1535920591249178,30,0,0,5,0,2,37
2024-01-01 05:52:00,1,485,34.85060438842471,682,79,49,Foggy,26.31899389940313,58.99492164267748,0,Yellow,5,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,810,0.4041666666666667,0.774457875298327,10,8,0,5,0,2,25
2024-01-01 05:53:00,4,974,29.768902980611827,602,40,36,Foggy,29.23489442102005,77.41294569311665,0,Red,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,678,1.0822222222222222,0.7442225745152957,40,16,0,5,0,5,66
2024-01-01 05:54:00,2,471,31.214866436507695,534,73,45,Windy,13.917732394072978,58.63665795199412,0,Green,5,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,652,0.471,0.6242973287301539,10,16,0,2,0,0,28
2024-01-01 05:55:00,3,603,21.187739500835264,333,23,41,Cloudy,28.537931308174755,76.99666087694217,0,Green,5,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,397,0.335,0.3026819928690752,10,35,0,1,0,0,46
2024-01-01 05:56:00,4,70,43.44092665915635,51,81,14,Foggy,24.985709802760464,55.90184673845597,0,Green,5,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,146,0.07777777777777778,1.0860231664789086,5,0,0,5,0,0,10
2024-01-01 05:57:00,5,603,31.485660829972552,306,48,32,Rainy,11.439296632569928,45.12034027268297,0,Green,5,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,386,0.8614285714285714,0.8995903094277872,30,8,0,4,0,0,42
2024-01-01 05:58:00,1,446,44.69932762740214,613,17,15,Foggy,29.43614070633528,49.58836378911724,0,Green,5,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,645,0.37166666666666665,0.9933183917200475,10,0,0,5,0,0,15
2024-01-01 05:59:00,5,674,76.09966591032592,62,6,10,Windy,19.57700703332963,34.669407878229954,0,Yellow,5,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,78,0.9628571428571429,2.174276168866455,40,0,0,2,0,2,44
2024-01-01 06:00:00,4,154,45.8324125704314,636,3,19,Rainy,18.25952335824094,59.84286866455658,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,658,0.1711111111111111,1.145810314260785,5,0,0,4,0,2,11
2024-01-01 06:01:00,4,241,72.67906981909009,20,89,37,Foggy,21.201878789540856,38.88665549334138,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,146,0.2677777777777778,1.8169767454772523,5,0,0,5,0,2,12
2024-01-01 06:02:00,4,66,56.33028599695259,592,68,23,Cloudy,18.65437693265323,78.69282038008397,0,Red,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,683,0.07333333333333333,1.4082571499238148,5,0,0,1,0,5,11
2024-01-01 06:03:00,5,169,34.827893279683515,289,59,15,Rainy,18.457139805247728,55.235434449413646,0,Green,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,363,0.24142857142857144,0.9950826651338147,5,0,0,4,0,0,9
2024-01-01 06:04:00,4,442,41.351285555552685,199,54,29,Rainy,30.20194169251564,75.90013943950339,0,Red,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,282,0.4911111111111111,1.033782138888817,10,0,0,4,0,5,19
2024-01-01 06:05:00,5,474,25.035172149285764,755,15,33,Cloudy,13.112631359142306,87.267625652318,1,Green,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,803,0.6771428571428572,0.7152906328367361,20,16,10,1,0,0,47
2024-01-01 06:06:00,4,178,40.00775561576063,537,98,0,Rainy,34.265001696436464,80.96867698279416,0,Green,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,635,0.19777777777777777,1.0001938903940157,5,0,0,4,0,0,9
2024-01-01 06:07:00,3,179,60.652456730212045,122,89,23,Foggy,23.873291109358583,87.08782078474918,0,Red,6,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,234,0.09944444444444445,0.8664636675744578,5,8,0,5,0,5,23
2024-01-01 06:08:00,4,621,24.32666557576611,29,81,23,Rainy,14.573099960532822,64.07619161224382,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,133,0.69,0.6081666393941527,20,16,0,4,0,2,42
2024-01-01 06:09:00,5,609,32.324084508681764,602,28,8,Foggy,13.280387073292165,39.91946603883251,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,638,0.87,0.9235452716766218,30,0,0,5,0,5,40
2024-01-01 06:10:00,2,78,42.886462484798685,109,22,21,Cloudy,24.787738303374564,86.12375725102203,0,Yellow,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,152,0.078,0.8577292496959736,5,8,0,1,0,2,16
2024-01-01 06:11:00,4,146,78.92297222095775,245,13,11,Sunny,25.8249860961732,82.11026343580625,0,Green,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,269,0.1622222222222222,1.9730743055239437,5,0,0,0,0,0,5
2024-01-01 06:12:00,2,59,67.09170937753281,689,78,16,Cloudy,11.325644275745269,81.86477946401571,0,Yellow,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,783,0.059,1.341834187550656,5,0,0,1,0,2,8
2024-01-01 06:13:00,3,291,64.00920478952622,759,48,24,Foggy,16.075047853219644,71.59646564452311,0,Green,6,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,831,0.16166666666666665,0.914417211278946,5,0,0,5,0,0,10
2024-01-01 06:14:00,1,875,26.97145739152676,145,32,27,Windy,29.886548030536684,67.49497573116477,0,Green,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,204,0.7291666666666666,0.5993657198117057,30,26,0,2,0,0,58
2024-01-01 06:15:00,3,281,66.8597536168995,228,24,14,Cloudy,11.240615693588138,30.88343351167989,0,Yellow,6,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,266,0.15611111111111112,0.9551393373842785,5,0,0,1,0,2,8
2024-01-01 06:16:00,4,838,67.1161286909609,116,20,29,Windy,31.377216597650904,74.88324414528697,0,Green,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,165,0.9311111111111111,1.6779032172740227,40,0,0,2,0,0,42
2024-01-01 06:17:00,2,333,56.066161737459694,93,16,26,Windy,26.454061913158338,35.49210704896834,0,Yellow,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,135,0.333,1.121323234749194,10,0,0,2,0,2,14
2024-01-01 06:18:00,2,764,79.4217069199023,646,22,21,Foggy,20.86058148408012,45.58505616615455,0,Red,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,689,0.764,1.588434138398046,30,0,0,5,0,5,40
2024-01-01 06:19:00,5,808,39.51523435547311,210,56,9,Foggy,18.660821224272897,63.08941772108021,0,Green,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,275,1.1542857142857144,1.1290066958706604,40,0,0,5,0,0,45
2024-01-01 06:20:00,2,851,76.4763468945111,701,80,30,Sunny,10.481224096222348,57.1039550925625,0,Green,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,811,0.851,1.5295269378902219,30,0,0,0,0,0,30
2024-01-01 06:21:00,5,825,74.88386689739022,838,57,26,Rainy,30.63037364379608,30.94646338628676,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,921,1.1785714285714286,2.139539054211149,40,0,0,4,0,5,49
2024-01-01 06:22:00,1,775,20.688839584962672,735,13,11,Cloudy,13.568046349213452,79.43910350710274,0,Green,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,759,0.6458333333333334,0.4597519907769483,20,26,0,1,0,0,47
2024-01-01 06:23:00,4,249,47.00699158848866,75,92,45,Foggy,17.738549796552203,82.72805748515557,0,Red,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,212,0.27666666666666667,1.1751747897122164,5,0,0,5,0,5,15
2024-01-01 06:24:00,5,994,78.6262539830944,739,19,30,Cloudy,24.22767450907009,70.91237660980602,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,788,1.42,2.246464399516983,40,0,0,1,0,5,46
2024-01-01 06:25:00,1,128,26.187281744484547,572,29,31,Windy,16.149815001781356,62.46407151940935,0,Green,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,632,0.10666666666666667,0.5819395943218788,5,26,0,2,0,0,33
2024-01-01 06:26:00,2,962,52.86708166299917,51,18,31,Rainy,22.428511593805037,87.64427033396828,0,Red,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,100,0.962,1.0573416332599834,40,0,0,4,0,5,49
2024-01-01 06:27:00,2,904,78.73745042246625,546,52,40,Sunny,30.23357071846756,37.19737246489152,0,Red,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,638,0.904,1.574749008449325,40,0,0,0,0,5,45
2024-01-01 06:28:00,1,905,53.32972544635161,593,55,44,Cloudy,21.763448369756876,74.27460321989935,0,Red,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,692,0.7541666666666667,1.1851050099189246,30,0,0,1,0,5,36
2024-01-01 06:29:00,2,222,31.38891817832936,686,76,34,Rainy,33.724433602989905,37.70163677371187,0,Green,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,796,0.222,0.6277783635665872,5,16,0,4,0,0,25
2024-01-01 06:30:00,1,516,54.93099380555539,303,81,45,Sunny,31.18751550940854,52.910687935404944,0,Red,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,429,0.43,1.220688751234564,10,0,0,0,0,5,15
2024-01-01 06:31:00,5,630,32.26643443697281,740,22,20,Cloudy,18.325980884084856,65.12907055025872,0,Yellow,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,782,0.9,0.9218981267706516,30,0,0,1,0,2,33
2024-01-01 06:32:00,5,465,51.182255773669056,851,61,9,Rainy,19.999053114598446,74.22526143026113,0,Yellow,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,921,0.6642857142857143,1.462350164961973,20,0,0,4,0,2,26
2024-01-01 06:33:00,1,989,24.44253307474088,513,32,15,Foggy,20.58316817556318,30.22296601631904,1,Red,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,560,0.8241666666666667,0.5431674016609084,30,26,10,5,0,5,76
2024-01-01 06:34:00,5,498,56.32896015286428,206,17,6,Cloudy,25.65448632311287,45.63587318230657,0,Yellow,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,229,0.7114285714285714,1.609398861510408,30,0,0,1,0,2,33
2024-01-01 06:35:00,5,136,51.00739634768949,517,72,3,Rainy,17.169893229713495,62.29202348458922,0,Green,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,592,0.19428571428571428,1.457354181362557,5,0,0,4,0,0,9
2024-01-01 06:36:00,5,150,64.4096821256878,461,32,26,Sunny,34.23122847056271,61.972420749690414,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,519,0.21428571428571427,1.8402766321625084,5,0,0,0,0,5,10
2024-01-01 06:37:00,3,57,57.8420282695271,149,31,24,Rainy,25.217105515087525,68.25758609677584,0,Green,6,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,204,0.03166666666666667,0.8263146895646728,5,8,0,4,0,0,17
2024-01-01 06:38:00,4,894,52.9763761118454,658,60,30,Foggy,19.985041468528337,48.23121485209335,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,748,0.9933333333333333,1.3244094027961348,40,0,0,5,0,2,47
2024-01-01 06:39:00,2,249,61.38673095488727,311,53,10,Cloudy,26.125245387289183,62.43175506533614,0,Yellow,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,374,0.249,1.2277346190977454,5,0,0,1,0,2,8
2024-01-01 06:40:00,3,554,28.63651481433385,133,16,47,Cloudy,19.88512526324269,41.38720664607458,0,Yellow,6,0,1,0,0,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,196,0.30777777777777776,0.40909306877619783,10,35,0,1,0,2,48
2024-01-01 06:41:00,5,136,55.721579675516246,218,18,19,Cloudy,30.444892024485476,41.212332864207326,0,Yellow,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,255,0.19428571428571428,1.5920451335861785,5,0,0,1,0,2,8
2024-01-01 06:42:00,1,92,30.32663616936666,32,90,35,Foggy,24.196024013793032,64.5938378053564,0,Green,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,157,0.07666666666666666,0.673925248208148,5,16,0,5,0,0,26
2024-01-01 06:43:00,5,434,75.53133247111285,290,69,16,Sunny,11.049262585151675,71.12835510272046,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,375,0.62,2.158038070603224,20,0,0,0,0,5,25
2024-01-01 06:44:00,4,670,24.10004629073625,620,98,44,Cloudy,14.418921685586518,37.22399800087727,0,Green,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,762,0.7444444444444445,0.6025011572684063,30,16,0,1,0,0,47
2024-01-01 06:45:00,5,484,45.8224849814476,234,33,10,Sunny,31.624849325738367,37.3673941142534,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,277,0.6914285714285714,1.3092138566127887,20,0,0,0,0,5,25
2024-01-01 06:46:00,1,457,61.74784865932669,463,83,29,Rainy,24.07249565891975,63.91816148762703,0,Yellow,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,575,0.38083333333333336,1.3721744146517043,10,0,0,4,0,2,16
2024-01-01 06:47:00,4,532,47.48133270009552,809,24,34,Sunny,33.758586912847626,46.20574513701874,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,867,0.5911111111111111,1.187033317502388,20,0,0,0,0,2,22
2024-01-01 06:48:00,5,713,25.525715193974143,531,67,40,Sunny,11.81055782151712,53.543946134466864,0,Yellow,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,638,1.0185714285714285,0.7293061483992612,40,16,0,0,0,2,58
2024-01-01 06:49:00,4,66,53.202740967602445,466,73,37,Cloudy,17.381515752149348,54.044906858854674,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,576,0.07333333333333333,1.3300685241900612,5,0,0,1,0,2,8
2024-01-01 06:50:00,2,694,58.49791452964127,734,73,21,Windy,14.838584330989317,40.71317155709498,0,Green,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,828,0.694,1.1699582905928254,20,0,0,2,0,0,22
2024-01-01 06:51:00,2,197,62.22753865943046,93,87,42,Windy,23.846007305718405,30.078878005837588,0,Red,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,222,0.197,1.2445507731886092,5,0,0,2,0,5,12
2024-01-01 06:52:00,5,326,42.39558886776554,556,84,47,Foggy,19.569820776997734,81.18910859814044,0,Red,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,687,0.4657142857142857,1.2113025390790153,10,0,0,5,0,5,20
2024-01-01 06:53:00,4,281,53.81959826172573,120,10,26,Foggy,13.93183835190983,72.9001181338613,0,Yellow,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,156,0.31222222222222223,1.3454899565431433,10,0,0,5,0,2,17
2024-01-01 06:54:00,1,875,47.04118849633478,195,90,36,Windy,26.068797848988677,71.43231348693394,0,Green,6,0,1,0,0,morning,Raipur Railway Station,Commercial,Transit,1200,45,321,0.7291666666666666,1.0453597443629952,30,0,0,2,0,0,32
2024-01-01 06:55:00,5,976,60.32336232513521,446,15,45,Rainy,23.40745914492966,62.79030828679918,0,Yellow,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,506,1.3942857142857144,1.7235246378610058,40,0,0,4,0,2,46
2024-01-01 06:56:00,2,415,55.01341803948911,136,89,48,Cloudy,16.868406282407523,72.05817927468723,0,Red,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,273,0.415,1.1002683607897823,10,0,0,1,0,5,16
2024-01-01 06:57:00,2,277,51.54537317354809,185,60,34,Cloudy,21.994283944559445,86.14130265285755,0,Red,6,0,1,0,0,morning,AIIMS Raipur,Arterial,Hospital,1000,50,279,0.277,1.0309074634709618,5,0,0,1,0,5,11
2024-01-01 06:58:00,5,700,34.971462010294914,60,93,3,Rainy,28.643457876029736,69.94042417375746,0,Green,6,0,1,0,0,morning,Jaistambh Chowk,CBD,Business District,700,35,156,1.0,0.999184628865569,40,0,0,4,0,0,44
2024-01-01 06:59:00,4,485,20.121111064894038,448,79,15,Rainy,15.131791863766464,45.905484115647,0,Red,6,0,1,0,0,morning,Magneto Mall,Urban,Commercial,900,40,542,0.5388888888888889,0.503027776622351,20,26,0,4,0,5,55
2024-01-01 07:00:00,2,448,30.44490051868576,363,6,15,Windy,17.322643667543225,64.23360310445388,0,Green,7,0,1,0,1,morning,AIIMS Raipur,Arterial,Hospital,1000,50,384,0.448,0.6088980103737152,10,16,0,2,5,0,33
2024-01-01 07:01:00,4,260,27.02396248545012,443,15,20,Foggy,18.65277467735288,56.539464201972606,0,Yellow,7,0,1,0,1,morning,Magneto Mall,Urban,Commercial,900,40,478,0.28888888888888886,0.675599062136253,5,16,0,5,5,2,33
2024-01-01 07:02:00,2,440,46.94508470065681,385,98,25,Rainy,28.668160930025792,63.38514786672897,0,Yellow,7,0,1,0,1,morning,AIIMS Raipur,Arterial,Hospital,1000,50,508,0.44,0.9389016940131362,10,0,0,4,5,2,21
2024-01-01 07:03:00,2,548,56.73548904571068,139,15,35,Foggy,31.17306498877268,61.0566286447695,0,Green,7,0,1,0,1,morning,AIIMS Raipur,Arterial,Hospital,1000,50,189,0.548,1.1347097809142135,20,0,0,5,5,0,30
2024-01-01 07:04:00,3,589,32.785100521088495,628,39,18,Sunny,19.40971241104027,81.5265171137079,0,Yellow,7,0,1,0,1,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,685,0.32722222222222225,0.4683585788726928,10,26,0,0,5,2,43
2024-01-01 07:05:00,2,612,76.34342575803123,676,11,16,Cloudy,17.415521545847955,69.10800620286403,0,Green,7,0,1,0,1,morning,AIIMS Raipur,Arterial,Hospital,1000,50,703,0.612,1.5268685151606247,20,0,0,1,5,0,26
2024-01-01 07:06:00,1,540,20.400927753433265,747,34,44,Windy,32.23616895879193,41.32550867604624,0,Yellow,7,0,1,0,1,morning,Raipur Railway Station,Commercial,Transit,1200,45,825,0.45,0.4533539500762948,10,26,0,2,5,2,45
2024-01-01 07:07:00,5,491,66.33806090992057,248,20,25,Cloudy,34.98412330481697,33.78100673252225,0,Yellow,7,0,1,0,1,morning,Jaistambh Chowk,CBD,Business District,700,35,293,0.7014285714285714,1.8953731688548734,30,0,0,1,5,2,38
2024-01-01 07:08:00,5,310,57.51228617182653,844,49,21,Windy,26.75884099154497,55.461827320880815,0,Red,7,0,1,0,1,morning,Jaistambh Chowk,CBD,Business District,700,35,914,0.44285714285714284,1.643208176337901,10,0,0,2,5,5,22
2024-01-01 07:09:00,4,822,42.413288062860914,149,42,27,Sunny,34.74951537472952,30.936637335463757,0,Red,7,0,1,0,1,morning,Magneto Mall,Urban,Commercial,900,40,218,0.9133333333333333,1.0603322015715229,40,0,0,0,5,5,50
2024-01-01 07:10:00,2,399,23.02933666474448,371,99,0,Cloudy,26.499156945047748,49.09784315000015,0,Green,7,0,1,0,1,morning,AIIMS Raipur,Arterial,Hospital,1000,50,470,0.399,0.46058673329488964,10,26,0,1,5,0,42
2024-01-01 07:11:00,1,401,57.64919430705676,337,16,43,Sunny,28.33650680019562,52.08128816635354,0,Yellow,7,0,1,0,1,morning,Raipur Railway Station,Commercial,Transit,1200,45,396,0.33416666666666667,1.2810932068234835,10,0,0,0,5,2,17
2024-01-01 07:12:00,4,569,43.13681077193888,668,31,35,Windy,19.71640003858784,52.53533244059544,0,Yellow,7,0,1,0,1,morning,Magneto Mall,Urban,Commercial,900,40,734,0.6322222222222222,1.0784202692984721,20,0,0,2,5,2,29
2024-01-01 07:13:00,3,369,76.17602836479315,855,40,42,Rainy,20.824188674976337,88.76100145943357,0,Yellow,7,0,1,0,1,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,937,0.205,1.0882289766399023,5,0,0,4,5,2,16
2024-01-01 07:14:00,4,187,52.51940449338596,356,5,36,Cloudy,13.60339159973488,48.234052618348095,0,Red,7,0,1,0,1,morning,Magneto Mall,Urban,Commercial,900,40,397,0.20777777777777778,1.312985112334649,5,0,0,1,5,5,16
2024-01-01 07:15:00,4,599,76.37909067761049,292,87,1,Sunny,30.56875036912808,45.91364972271728,0,Green,7,0,1,0,1,morning,Magneto Mall,Urban,Commercial,900,40,380,0.6655555555555556,1.9094772669402622,20,0,0,0,5,0,25
2024-01-01 07:16:00,2,672,33.22902160839824,136,26,16,Cloudy,33.27647577218001,37.76285586405248,0,Green,7,0,1,0,1,morning,AIIMS Raipur,Arterial,Hospital,1000,50,178,0.672,0.6645804321679648,20,16,0,1,5,0,42
2024-01-01 07:17:00,3,417,63.5435546218462,837,19,39,Cloudy,25.5859533423528,60.660530140956766,0,Green,7,0,1,0,1,morning,Swami Vivekananda Airport,Highway,Airport,1800,70,895,0.23166666666666666,0.9077650660263743,5,0,0,1,5,0,11
